,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
32788,6394,Men,Footwear,Sandal,Sandals,Grey,Summer,2011.0,Casual,Lotto Men Revenge 02 Grey Black Floater,6394.jpg
32789,34541,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2018.0,Casual,Red Tape Men Navy Blue Shoes,34541.jpg
32791,35493,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Bata Men Black Formal Shoes,35493.jpg
32792,16611,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Genesis Men Stripes Black Trousers,16611.jpg
32793,49915,Women,Apparel,Saree,Sarees,Brown,Fall,2012.0,Ethnic,Fabindia Brown Hand Printed Sari,49915.jpg
32795,50838,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,New Hide Men Brown Belt,50838.jpg
32802,11434,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Grey Tops,11434.jpg
32803,33764,Women,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,ADIDAS Neo Women Renewal Purple Shoes,33764.jpg
32810,7622,Men,Accessories,Belts,Belts,Grey,Summer,2011.0,Casual,Wrangler Men Charcoal Leather Belt,7622.jpg
32811,46505,Men,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Timex Empera Men Gold Toned Dial Watch NL11,46505.jpg
32812,16275,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Free Authority Men Stripes Purple Sweatshirts,16275.jpg
32813,42999,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Grey Air Dictate Sports Shoes,42999.jpg
32815,50460,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Chromozome Men Grey & Black Briefs,50460.jpg
32816,34125,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Turtle Men Reversible Leather Black Belt,34125.jpg
32818,31457,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Running Black Shorts,31457.jpg
32820,43077,Women,Apparel,Bottomwear,Capris,Grey,Summer,2012.0,Sports,Nike Womens Grey Capris,43077.jpg
32824,13707,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Proline Mens Solid Red Polo Tshirt,13707.jpg
32826,57645,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017.0,,Lotus Herbals Colour Dew Red Chilly Nail Polish 90,57645.jpg
32827,10182,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Style Cat White Casual Shoes,10182.jpg
32828,33300,Men,Apparel,Bottomwear,Trousers,White,Summer,2012.0,Casual,Arrow Sport Men White Trousers,33300.jpg
32829,41720,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,Catwalk Women Green Heels,41720.jpg
32832,5175,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Women's Face Book White T-shirt,5175.jpg
32833,44252,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Hidekraft Women Purple Handbag,44252.jpg
32835,52337,Women,Accessories,Bags,Clutches,Black,Winter,2016.0,Casual,ToniQ Women Black Clutch,52337.jpg
32836,45380,Women,Footwear,Shoes,Flats,Yellow,Winter,2012.0,Casual,Rocia Women Yellow Sandals,45380.jpg
32839,57477,Men,Footwear,Shoes,Casual Shoes,Yellow,Fall,2012.0,Casual,ID Men Yellow & Black Casual Shoes,57477.jpg
32840,24185,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Casual,Converse Unisex Contrast Oxford Black Casual Shoes,24185.jpg
32842,11262,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Indigo Nation Men TR Yarn Dyed Beige Trousers,11262.jpg
32843,41512,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Basics Men Sunglasses 10BSG24307,41512.jpg
32851,46737,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Silver Dial Watch,46737.jpg
32854,17195,Men,Apparel,Topwear,Sweaters,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Green Sweater,17195.jpg
32856,8458,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women  Printed Pink Top,8458.jpg
32857,42397,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Black T-shirt,42397.jpg
32860,2162,Men,Apparel,Topwear,Shirts,Blue,Spring,2011.0,Casual,Probase Men Blue Slim Fit Solid Casual Shirt,2162.jpg
32862,16281,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Batman Men Batman Grey Sweatshirts,16281.jpg
32863,51546,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Watch,51546.jpg
32865,50494,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Winter,2016.0,Casual,Chromozome Men Grey Innerwear Vest,50494.jpg
32866,47423,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Baggit Women Pink Bag,47423.jpg
32872,22888,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Sandals,22888.jpg
32874,30571,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Opium Men Aviator Sunglasses,30571.jpg
32883,45374,Women,Footwear,Shoes,Heels,Navy Blue,Summer,2016.0,Casual,Cobblerz Women Navy Blue Sandals,45374.jpg
32884,11898,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Formal Black Formal Shoes,11898.jpg
32886,40434,Women,Apparel,Bottomwear,Skirts,Charcoal,Summer,2012.0,Casual,Tonga Women Charcoal Skirt,40434.jpg
32889,24171,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,Aurelia Women Blue Printed Kurti,24171.jpg
32890,56551,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,,Streetwear Mineral Brown Sugar Lip Gloss,56551.jpg
32891,11296,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Custom Jeans,11296.jpg
32892,53023,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Women Blue Sari,53023.jpg
32893,37566,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink  T-Shirt,37566.jpg
32894,44094,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Boss Men Night Edition Perfume,44094.jpg
32895,45146,Men,Accessories,Watches,Watches,Gold,Winter,2016.0,Formal,CASIO ENTICER Men Chronograph Watch A482 ,45146.jpg
32898,59519,Women,Accessories,Jewellery,Necklace and Chains,Black,Summer,2015.0,Casual,Lucera Black Beaded Necklace,59519.jpg
32902,35231,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Fortune Men Black Formal Shoes,35231.jpg
32905,6536,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,Nike Men's Trophy Woven Black Short,6536.jpg
32907,3044,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Freddie Blue T-shirt,3044.jpg
32909,12413,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Casual,Reid & Taylor Men Casual Brown Wallets,12413.jpg
32911,48659,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lucera Women Silver Earrings,48659.jpg
32915,32470,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Women Blue T-shirt,32470.jpg
32917,58893,Men,Accessories,Ties,Ties,Grey,Summer,2012.0,Casual,Hakashi Men Grey Tie,58893.jpg
32918,40050,Men,Apparel,Topwear,Jackets,Yellow,Summer,2012.0,Casual,ADIDAS Men Yellow Kaka Jacket,40050.jpg
32919,10720,Men,Apparel,Bottomwear,Shorts,White,Summer,2011.0,Sports,Nike Men Ftbll/Socc shorts White Shorts,10720.jpg
32924,15252,Men,Footwear,Sandal,Sandals,Olive,Fall,2011.0,Casual,ADIDAS Originals Men Adi Sun M Olive Slippers,15252.jpg
32925,53447,Women,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,ADIDAS Women White Flip Flops,53447.jpg
32926,14380,Women,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Catwalk Women Lifestyle White Casual Shoes,14380.jpg
32928,37102,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Wills Lifestyle Men Grey Trousers,37102.jpg
32929,47275,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,FCUK Underwear Men White Brief,47275.jpg
32930,13999,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Nike Men Solid Black Jackets,13999.jpg
32932,23730,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Ray-Ban Unisex High Street Brown Sunglasses,23730.jpg
32936,7080,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Casual,Wildcraft Wiki 3 Unisex Black Backpack,7080.jpg
32940,12077,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,W Women Printed Cream Kurtas,12077.jpg
32941,23502,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Lotto Men Brown Revorb Sandals,23502.jpg
32942,48833,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant,48833.jpg
32943,17737,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Puma Women Body Train Black Slipper,17737.jpg
32944,30929,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Ethnic,Fabindia Women Grey Skirt,30929.jpg
32949,13397,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Check Purple Shirts,13397.jpg
32954,56307,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Biara Women Purple Bra,56307.jpg
32955,10512,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Flying Machine Women RN HS Blue Tshirts,10512.jpg
32957,38378,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,38378.jpg
32959,15060,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoes,15060.jpg
32960,45710,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Paris Hilton Just Me Women Perfume,45710.jpg
32961,4437,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Converse Unisex Strips White Black Canvas Shoe,4437.jpg
32964,20387,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Bunny Taj Purple Handbag,20387.jpg
32969,42955,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,French Connection Men Black & White Belt,42955.jpg
32970,29464,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Giordano Men Black Dial Watch,29464.jpg
32971,43887,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Puma Women Black Wynne  Shoes,43887.jpg
32974,35807,Women,Footwear,Shoes,Heels,Pink,Summer,2012.0,Casual,Enroute Women Pink Flats,35807.jpg
32976,23962,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Provogue Men Grey Sleeveless Jacket,23962.jpg
32981,3840,Women,Footwear,Shoes,Flats,Black,Summer,2011.0,Casual,Crocs Women Lady Black Sandal,3840.jpg
32982,28784,Women,Apparel,Innerwear,Briefs,Pink,Summer,2012.0,Casual,Enamor Women Pack of 2 String Bikini Brief,28784.jpg
32984,47629,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Carlton London Women Black Shoes,47629.jpg
32985,8494,Women,Apparel,Bottomwear,Skirts,Beige,Fall,2011.0,Casual,Forever New Women Clay Pleated Beige Skirts,8494.jpg
32987,9546,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Nike Men As Elite Ultimate Ss Training Purple T-Shirts,9546.jpg
32989,44890,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Polo T-shirt,44890.jpg
32991,45942,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Mumbai Slang Women Pink Top,45942.jpg
32995,59521,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings,59521.jpg
32996,4259,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's Uni Grey T-shirt,4259.jpg
32997,12873,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Provogue Men Formal Black Formal Shoes,12873.jpg
32999,18575,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Ghetto Halftone White T-shirt,18575.jpg
33002,7884,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Proline Men Black Track Pants,7884.jpg
33003,21863,Girls,Apparel,Topwear,Tops,Yellow,Fall,2011.0,Casual,Chhota Bheem Kids Girls Lets Catch Them Yellow Top,21863.jpg
33004,59979,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Avirate Multicoloured Dress,59979.jpg
33005,32448,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue 3/4 Length Pants,32448.jpg
33008,38172,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Miami Blues Women Brownish Grey Sunglasses,38172.jpg
33009,40068,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,ADIDAS Men Black Shorts,40068.jpg
33010,41986,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Around The World Navy Blue T-shirt,41986.jpg
33011,59145,Women,Footwear,Shoes,Heels,Brown,Fall,2012.0,Casual,Tiptopp Women Brown Sandals,59145.jpg
33013,58097,Women,Accessories,Jewellery,Pendant,Turquoise Blue,Fall,2012.0,Casual,Rreverie Women Turquoise Blue Pendant,58097.jpg
33014,41388,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink Shirt,41388.jpg
33016,39292,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals,39292.jpg
33017,38340,Girls,Apparel,Topwear,Tops,Off White,Summer,2012.0,Casual,Mr. Men Little Miss Girls Off White Top,38340.jpg
33019,15058,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Franco Leone Men Brown Formal Shoe,15058.jpg
33021,37308,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO Edifice Men Silver-Toned Analogue & Digital Watch ED240,37308.jpg
33022,30911,Women,Apparel,Topwear,Kurtis,Black,Summer,2012.0,Ethnic,Fabindia Women Black Kurti,30911.jpg
33024,18747,Women,Apparel,Topwear,Tops,Magenta,Fall,2011.0,Casual,Arrow Woman Magenta Top,18747.jpg
33025,48037,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,48037.jpg
33027,51926,Women,Accessories,Bags,Handbags,Red,Summer,2016.0,Casual,Nyk Women Red Julius Handbag,51926.jpg
33030,46991,Women,Apparel,Topwear,Kurtas,Green,Fall,2012.0,Ethnic,Shree Women Green & Maroon  Embroidered Kurta,46991.jpg
33031,28314,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes,28314.jpg
33034,8838,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2011.0,Casual,Scullers Men Scul Beige Trousers,8838.jpg
33035,43619,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Vero Moda Women Yellow Top,43619.jpg
33036,18581,Men,Accessories,Socks,Socks,Black,Summer,2011.0,Casual,Puma Men Formstripe Short Black Socks,18581.jpg
33037,13169,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Skechers Women Double Agent Black Sandals,13169.jpg
33042,49323,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Unisex Black Digital Watch,49323.jpg
33044,39054,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Belmonte Men Black Wallet,39054.jpg
33045,38186,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Miami Blues Women Sunglasses,38186.jpg
33046,20945,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Men Plugged In Blue Flip Flops,20945.jpg
33047,41972,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Summer Up Blue Top,41972.jpg
33048,39868,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Flats,39868.jpg
33049,52559,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Mod'acc Women Black Coin Purse,52559.jpg
33050,57817,Women,Apparel,Topwear,Tops,Green,Fall,2012.0,Casual,United Colors of Benetton Women Green Top,57817.jpg
33051,58063,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings,58063.jpg
33053,25639,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Dial Watch N747PL01,25639.jpg
33054,39266,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Chief Men Black Casual Shoes,39266.jpg
33056,14942,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Stripes Black Tshirts,14942.jpg
33057,21299,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Celine Dion Women Black Frame Sunglasses,21299.jpg
33059,58251,Women,Accessories,Wallets,Wallets,Navy Blue,Fall,2012.0,Casual,Baggit Women Navy Blue Wallet,58251.jpg
33060,27952,Men,Apparel,Innerwear,Briefs,Green,Summer,2016.0,Casual,Jockey SP-IW Men Green Briefs SP01,27952.jpg
33062,28126,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Grey Melange Brief 8035,28126.jpg
33065,26880,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White T-shirt,26880.jpg
33066,46159,Women,Accessories,Jewellery,Necklace and Chains,Blue,Winter,2015.0,Casual,Adrika Women Blue & Brown Beaded Necklace,46159.jpg
33067,8236,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Black Formal Shoe,8236.jpg
33069,19661,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Printed Black Sweatshirt,19661.jpg
33070,12289,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Genesis Men Solid Black Trousers,12289.jpg
33071,46965,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Bulchee Women Black Handbag,46965.jpg
33072,33338,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Formal Shoes,33338.jpg
33076,58635,Men,Accessories,Socks,Socks,Grey,Summer,2013.0,Sports,Fila Men Pack Of 3 Multi-Coloured Socks,58635.jpg
33078,11854,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Playboy Men Navy Blue Flip Flops,11854.jpg
33079,29490,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Giordano Women Silver Dial Watch,29490.jpg
33080,55916,Women,Personal Care,Nails,Nail Polish,Maroon,Spring,2017.0,Casual,Colorbar Scarlet Wine Nail Lacquer 61,55916.jpg
33082,28542,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Bold Striped Grey T-shirt,28542.jpg
33083,50458,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Chromozome Men Grey & Orange Briefs,50458.jpg
33085,49575,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Reid & Taylor Men Black & Brown Reversible Belt,49575.jpg
33086,34921,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Green Dupatta,34921.jpg
33090,28770,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,Aurelia Women Printed Green Kurti,28770.jpg
33091,2966,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2010.0,Casual,Puma Men's Bencio Leather White & Blue Shoe,2966.jpg
33093,19037,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,19037.jpg
33094,16843,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Funky Eyewear Black Sunglasses,16843.jpg
33096,8460,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Jealous Calandra Pink Top Pink Tops,8460.jpg
33098,48695,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,48695.jpg
33099,17991,Men,Accessories,Ties,Ties,Maroon,Fall,2011.0,Formal,Reid & Taylor Men Printed Maroon Tie,17991.jpg
33100,27738,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag,27738.jpg
33103,52901,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,52901.jpg
33104,44058,Men,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017.0,Casual,Baldessarini Men Strictly Private Perfume,44058.jpg
33109,47040,Women,Apparel,Topwear,Kurtas,Cream,Fall,2012.0,Ethnic,Shree Women Cream & Turquoise Blue Kurta,47040.jpg
33112,48834,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant,48834.jpg
33115,35460,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Doodle Boys Printed Green T-shirt,35460.jpg
33116,18778,Men,Accessories,Ties,Ties,Purple,Fall,2011.0,Formal,Peter England Men Elite Purple Tie,18778.jpg
33120,3615,Unisex,Accessories,Headwear,Caps,Blue,Summer,2011.0,Sports,Puma Rajasthan Royals Blue Fanwear Cap,3615.jpg
33121,51919,Women,Accessories,Bags,Handbags,Black,Summer,2016.0,Casual,Nyk Women Black Horado Handbag,51919.jpg
33125,56300,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Biara Bright Rose Blush Bra,56300.jpg
33126,32645,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Sports,Nike Men Knit Navy Blue Track Pants,32645.jpg
33128,14989,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,ADIDAS Men Solid Aqua Blue Sweatshirts,14989.jpg
33130,45717,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017.0,Casual,Reebok Men Reeavenge Deo,45717.jpg
33134,59946,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Taylor of London Women Intrigue Perfume,59946.jpg
33138,37939,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Mineral Women Black Tunic,37939.jpg
33140,58894,Men,Accessories,Ties,Ties,Black,Summer,2012.0,Casual,Hakashi Men Black Tie,58894.jpg
33141,15255,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Women Superstar 2 White Casual Shoes,15255.jpg
33142,4602,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015.0,Travel,Wildcraft Unisex Red Trailblazer Backpack,4602.jpg
33146,9921,Women,Accessories,Bags,Handbags,White,Fall,2011.0,Casual,Puma Women Ferrari LS White Handbags,9921.jpg
33148,23737,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Women Jackie Sunglasses,23737.jpg
33152,35652,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,U.S. Polo Assn. Men Black Formal Shoes,35652.jpg
33153,7087,Men,Accessories,Wallets,Wallets,Red,Winter,2015.0,Casual,Wildcraft Men Red Wallet,7087.jpg
33154,51317,Unisex,Accessories,Bags,Backpacks,Orange,Summer,2015.0,Casual,Wildcraft Unisex Orange Alpinist 55 Backpack,51317.jpg
33157,6969,Women,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,s.Oliver Women's Green Blouse Shirt,6969.jpg
33159,12070,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas,12070.jpg
33160,42700,Women,Footwear,Shoes,Flats,Bronze,Spring,2013.0,Casual,Rocia Women Bronze Sandal,42700.jpg
33162,24176,Women,Apparel,Topwear,Kurtis,Green,Fall,2011.0,Ethnic,Aurelia Women Green Kurti,24176.jpg
33163,10343,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirts,10343.jpg
